Region,Mun_City,Barangay,Bgy_Old names,"Urban / Rural
(based on 2020 CPH)",2020 Census Popn
Region II (Cagayan Valley),Maddela,Villa Agullana,,R,539
Region II (Cagayan Valley),Maddela,Poblacion Sur,,U,2135
Region II (Cagayan Valley),Maddela,Villa Jose V Ylanan,,R,527
Region II (Cagayan Valley),Maddela,Jose Ancheta,,R,1207
Region II (Cagayan Valley),Maddela,Santa Maria,,R,979
Region II (Cagayan Valley),Saguday,Dibul,,R,1338
Region II (Cagayan Valley),Saguday,La Paz,,R,3299
Region II (Cagayan Valley),Saguday,Magsaysay ,,R,2978
Region II (Cagayan Valley),Saguday,Rizal ,,R,3336
Region II (Cagayan Valley),Saguday,Salvacion,,R,1578
Region II (Cagayan Valley),Saguday,Santo Tomas,,R,1469
Region II (Cagayan Valley),Saguday,Tres Reyes,,R,1026
Region II (Cagayan Valley),Saguday,Cardenas,,R,1060
Region II (Cagayan Valley),Saguday,Gamis,,R,1053
Region II (Cagayan Valley),Nagtipunan,Anak,,R,1674
Region II (Cagayan Valley),Nagtipunan,Dipantan,,R,1320
Region II (Cagayan Valley),Nagtipunan,Dissimungal,,R,2343
Region II (Cagayan Valley),Nagtipunan,Guino,Giayan,R,1766
Region II (Cagayan Valley),Nagtipunan,La Conwap,Guingin,R,499
Region II (Cagayan Valley),Nagtipunan,Landingan,,R,1952
Region II (Cagayan Valley),Nagtipunan,Mataddi,,R,628
Region II (Cagayan Valley),Nagtipunan,Matmad,,R,711
Region II (Cagayan Valley),Nagtipunan,Old Gumiad,,R,1087
Region II (Cagayan Valley),Nagtipunan,Ponggo,,R,3035
Region II (Cagayan Valley),Nagtipunan,San Dionisio II,,R,4037
Region II (Cagayan Valley),Nagtipunan,San Pugo,,R,568
Region II (Cagayan Valley),Nagtipunan,San Ramos,,R,817
Region II (Cagayan Valley),Nagtipunan,Sangbay,,R,2093
Region II (Cagayan Valley),Nagtipunan,Wasid,,R,1444
Region II (Cagayan Valley),Nagtipunan,Asaklat,,R,1425
Region III (Central Luzon),Abucay,Bangkal,,R,843
Region III (Central Luzon),Abucay,Calaylayan ,,U,5627
Region III (Central Luzon),Abucay,Capitangan,,U,7280
Region III (Central Luzon),Abucay,Gabon,,U,5707
Region III (Central Luzon),Abucay,Laon ,,R,2415
Region III (Central Luzon),Abucay,Mabatang,,U,9650
Region III (Central Luzon),Abucay,Omboy,,R,3387
Region III (Central Luzon),Abucay,Salian,,R,3832
Region III (Central Luzon),Abucay,Wawa ,,R,4243
Region III (Central Luzon),Bagac,Bagumbayan ,,R,2135
Region III (Central Luzon),Bagac,Banawang,,R,3460
Region III (Central Luzon),Bagac,Binuangan,,R,752
Region III (Central Luzon),Bagac,Binukawan,,R,2814
Region III (Central Luzon),Bagac,Ibaba,,R,1920
Region III (Central Luzon),Bagac,Ibis,,R,1884
Region III (Central Luzon),Bagac,Pag-asa,Wawa-Sibacan,R,3729
Region III (Central Luzon),Bagac,Parang,,R,3480
Region III (Central Luzon),Bagac,Paysawan,,R,862
Region III (Central Luzon),Bagac,Quinawan,,R,710
Region III (Central Luzon),Bagac,San Antonio,,R,1511
Region III (Central Luzon),Bagac,Saysain,,R,3468
Region III (Central Luzon),Bagac,Tabing-Ilog ,,R,1321
Region III (Central Luzon),Bagac,Atilano L. Ricardo,,R,3319
Region III (Central Luzon),City of Balanga ,Bagumbayan,,R,2067
Region III (Central Luzon),City of Balanga ,Cabog-Cabog,,R,2211
Region III (Central Luzon),City of Balanga ,Munting Batangas,Cadre,R,3320
Region III (Central Luzon),City of Balanga ,Cataning,,U,9775
Region III (Central Luzon),City of Balanga ,Central,,U,7083
Region III (Central Luzon),City of Balanga ,Cupang Proper,,U,11581
Region III (Central Luzon),City of Balanga ,Cupang West,,R,2031
Region III (Central Luzon),City of Balanga ,Dangcol,Bernabe,R,1776
